Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-03 09:30:00-05:00,130.27999877929688,130.89999389648438,125.2300033569336,125.45999908447266,125.45999908447266,27775505
2023-01-03 10:30:00-05:00,125.45999908447266,125.87000274658205,124.7300033569336,125.34500122070312,125.34500122070312,18104999
2023-01-03 11:30:00-05:00,125.3501968383789,125.37000274658205,124.3490982055664,124.66000366210938,124.66000366210938,11248777
2023-01-03 12:30:00-05:00,124.66000366210938,124.94000244140624,124.19000244140624,124.64990234375,124.64990234375,8860080
2023-01-03 13:30:00-05:00,124.6698989868164,125.0,124.19000244140624,124.56999969482422,124.56999969482422,8388062
2023-01-03 14:30:00-05:00,124.5780029296875,125.33000183105467,124.16999816894533,124.62000274658205,124.62000274658205,11718707
2023-01-03 15:30:00-05:00,124.62999725341795,125.41999816894533,124.625,125.0500030517578,125.0500030517578,10631332
2023-01-04 09:30:00-05:00,126.88999938964844,127.55500030517578,125.08000183105467,125.99829864501952,125.99829864501952,25459455
2023-01-04 10:30:00-05:00,125.98999786376952,127.5,125.33399963378906,127.37999725341795,127.37999725341795,11053975
2023-01-04 11:30:00-05:00,127.38999938964844,128.65570068359375,127.37999725341795,128.06500244140625,128.06500244140625,9666212
2023-01-04 12:30:00-05:00,128.0749969482422,128.22000122070312,126.93000030517578,127.26010131835938,127.26010131835938,5544069
2023-01-04 13:30:00-05:00,127.26499938964844,127.87000274658205,125.62000274658205,125.7249984741211,125.7249984741211,9752574
2023-01-04 14:30:00-05:00,125.72000122070312,126.8499984741211,125.37999725341795,125.83000183105467,125.83000183105467,10742232
2023-01-04 15:30:00-05:00,125.83989715576172,126.4800033569336,125.27999877929688,126.37999725341795,126.37999725341795,8384124
2023-01-05 09:30:00-05:00,127.12999725341795,127.7699966430664,125.31999969482422,126.7699966430664,126.7699966430664,21850724
2023-01-05 10:30:00-05:00,126.76000213623048,127.02999877929688,126.16000366210938,126.55989837646484,126.55989837646484,9990903
2023-01-05 11:30:00-05:00,126.5500030517578,127.08000183105467,126.1999969482422,126.5031967163086,126.5031967163086,7404291
2023-01-05 12:30:00-05:00,126.5,126.87000274658205,125.80010223388672,126.4800033569336,126.4800033569336,7045330
2023-01-05 13:30:00-05:00,126.48999786376952,127.04000091552734,125.80999755859376,125.88870239257812,125.88870239257812,6003993
2023-01-05 14:30:00-05:00,125.88999938964844,126.37999725341795,125.02999877929688,125.16000366210938,125.16000366210938,10075109
2023-01-05 15:30:00-05:00,125.16999816894533,125.3000030517578,124.76000213623048,125.0199966430664,125.0199966430664,9464321
2023-01-06 09:30:00-05:00,126.01000213623048,127.3499984741211,124.88999938964844,126.375,126.375,21496694
2023-01-06 10:30:00-05:00,126.375,128.0399932861328,126.34010314941406,127.24500274658205,127.24500274658205,10581541
2023-01-06 11:30:00-05:00,127.25,128.47999572753906,127.01000213623048,128.32989501953125,128.32989501953125,8905736
2023-01-06 12:30:00-05:00,128.3217010498047,128.39999389648438,127.77999877929688,128.25,128.25,6641033
2023-01-06 13:30:00-05:00,128.24000549316406,129.5500030517578,128.24000549316406,129.3350067138672,129.3350067138672,8218980
2023-01-06 14:30:00-05:00,129.33999633789062,130.2899932861328,129.30499267578125,129.80999755859375,129.80999755859375,10559575
2023-01-06 15:30:00-05:00,129.81500244140625,130.0500030517578,129.33999633789062,129.52000427246094,129.52000427246094,9922349
2023-01-09 09:30:00-05:00,130.46499633789062,132.73500061035156,130.46499633789062,132.56500244140625,132.56500244140625,18383099
2023-01-09 10:30:00-05:00,132.5749969482422,133.41000366210938,132.46359252929688,133.0850067138672,133.0850067138672,10329185
2023-01-09 11:30:00-05:00,133.08999633789062,133.17999267578125,132.57000732421875,132.7449951171875,132.7449951171875,6642253
2023-01-09 12:30:00-05:00,132.74000549316406,132.8300018310547,132.25,132.4949951171875,132.4949951171875,5968816
2023-01-09 13:30:00-05:00,132.4949951171875,132.51010131835938,131.19000244140625,131.4949951171875,131.4949951171875,8728941
2023-01-09 14:30:00-05:00,131.49000549316406,131.5666961669922,130.33999633789062,130.4499969482422,130.4499969482422,6861497
2023-01-09 15:30:00-05:00,130.44500732421875,130.57000732421875,129.88999938964844,130.19000244140625,130.19000244140625,6115920
2023-01-10 09:30:00-05:00,130.25999450683594,131.2635955810547,129.3300018310547,129.41000366210938,129.41000366210938,16552534
2023-01-10 10:30:00-05:00,129.4001007080078,129.4001007080078,128.1199951171875,129.02999877929688,129.02999877929688,10716462
2023-01-10 11:30:00-05:00,129.02000427246094,129.24000549316406,128.4499969482422,129.1199951171875,129.1199951171875,6613647
2023-01-10 12:30:00-05:00,129.11000061035156,130.0,129.05169677734375,129.65989685058594,129.65989685058594,6298095
2023-01-10 13:30:00-05:00,129.6501007080078,130.69000244140625,129.57000732421875,130.3612060546875,130.3612060546875,7107016
2023-01-10 14:30:00-05:00,130.3699951171875,130.4199981689453,129.75999450683594,130.14999389648438,130.14999389648438,5775215
2023-01-10 15:30:00-05:00,130.14999389648438,130.75,130.00999450683594,130.75,130.75,5478675
2023-01-11 09:30:00-05:00,131.25,132.1083984375,130.4600067138672,132.02000427246094,132.02000427246094,16473035
2023-01-11 10:30:00-05:00,132.02000427246094,132.07000732421875,131.08999633789062,131.68499755859375,131.68499755859375,8848759
2023-01-11 11:30:00-05:00,131.67999267578125,132.86000061035156,131.47000122070312,132.8000030517578,132.8000030517578,7425343
2023-01-11 12:30:00-05:00,132.8000030517578,133.24000549316406,132.41000366210938,132.8000030517578,132.8000030517578,6775223
2023-01-11 13:30:00-05:00,132.80799865722656,132.875,132.1649932861328,132.40499877929688,132.40499877929688,5207985
2023-01-11 14:30:00-05:00,132.40890502929688,133.05999755859375,132.32000732421875,132.9217987060547,132.9217987060547,6183876
2023-01-11 15:30:00-05:00,132.92999267578125,133.50999450683594,132.66000366210938,133.47999572753906,133.47999572753906,8493592
2023-01-12 09:30:00-05:00,133.8800048828125,134.25999450683594,131.44000244140625,132.97030639648438,132.97030639648438,21050637
2023-01-12 10:30:00-05:00,132.97999572753906,133.42999267578125,131.99000549316406,132.4149932861328,132.4149932861328,8543552
2023-01-12 11:30:00-05:00,132.4199981689453,134.0850067138672,132.07000732421875,134.00999450683594,134.00999450683594,6934494
2023-01-12 12:30:00-05:00,134.00999450683594,134.22000122070312,132.75999450683594,132.80999755859375,132.80999755859375,7706908
